stage,epoch,train_weighted_numerator,train_weight_denominator,train_weighted_loss,train_sample_count,train_batch_count,train_optimizer_steps,dev_weighted_numerator,dev_weight_denominator,dev_weighted_loss,dev_sample_count,dev_batch_count,dev_bonafide_count,dev_attack_count,dev_auroc,raw_checkpoint_updated,raw_best_epoch,raw_best_loss,patience_anchor_initialized,meaningful_improvement,patience_anchor_loss,patience_counter,patience_epochs,stop_due_to_patience,stop_due_to_maximum_epochs,should_stop,transition_note
stage_b,1,694.2770296021772,1440.0,0.48213682611262304,1440,45,45,54.765422731332535,459.0,0.11931464647349137,459,15,153,306,0.9954077491563074,true,1,0.11931464647349137,true,,0.11931464647349137,0,5,false,false,false,Backbone unfrozen and BatchNorm running statistics begin FantasyID domain adaptation; transient dev-loss movement is expected.
stage_b,2,133.23951037608632,1440.0,0.09252743776117105,1440,45,45,36.559425222777556,459.0,0.07965016388404696,459,15,153,306,0.9983339741125208,true,2,0.07965016388404696,false,true,0.07965016388404696,0,5,false,false,false,
stage_b,3,73.8888280611543,1440.0,0.051311686153579374,1440,45,45,66.0847319799578,459.0,0.14397545093672723,459,15,153,306,0.9996155324875048,false,2,0.07965016388404696,false,false,0.07965016388404696,1,5,false,false,false,
stage_b,4,37.998361907374125,1440.0,0.026387751324565365,1440,45,45,67.52731652793969,459.0,0.14711833666217797,459,15,153,306,0.9953436712375582,false,2,0.07965016388404696,false,false,0.07965016388404696,2,5,false,false,false,
stage_b,5,15.466597351681564,1440.0,0.01074069260533442,1440,45,45,44.29648414736617,459.0,0.09650650141038382,459,15,153,306,0.9989747533000128,false,2,0.07965016388404696,false,false,0.07965016388404696,3,5,false,false,false,
stage_b,6,14.413669705716515,1440.0,0.010009492851192025,1440,45,45,24.476938183345723,459.0,0.05332666270881421,459,15,153,306,0.9999572813875005,true,6,0.05332666270881421,false,true,0.05332666270881421,0,5,false,false,false,
stage_b,7,13.640190341199713,1440.0,0.00947235440361091,1440,45,45,26.220566424912377,459.0,0.05712541704773939,459,15,153,306,0.9997009697125038,false,6,0.05332666270881421,false,false,0.05332666270881421,1,5,false,false,false,
stage_b,8,4.281658327378047,1440.0,0.0029733738384569767,1440,45,45,8.330528106106222,459.0,0.018149298706113773,459,15,153,306,0.9999572813875005,true,8,0.018149298706113773,false,true,0.018149298706113773,0,5,false,false,false,
stage_b,9,3.5249006708477353,1440.0,0.002447847688088705,1440,45,45,11.59455125178598,459.0,0.025260460243542438,459,15,153,306,0.9998718441625016,false,8,0.018149298706113773,false,false,0.018149298706113773,1,5,false,false,false,
stage_b,10,1.4266466927887436,1440.0,0.000990726869992183,1440,45,45,9.48128346267746,459.0,0.020656390986225404,459,15,153,306,0.999914562775001,false,8,0.018149298706113773,false,false,0.018149298706113773,2,5,false,false,false,
stage_b,11,2.7381016805609164,1440.0,0.0019014595003895253,1440,45,45,9.249766596080747,459.0,0.02015199694135239,459,15,153,306,0.9999359220812508,false,8,0.018149298706113773,false,false,0.018149298706113773,3,5,false,false,false,
stage_b,12,4.863948517129145,1440.0,0.0033777420257841287,1440,45,45,6.8627062756062145,459.0,0.01495142979434905,459,15,153,306,0.9999572813875005,true,12,0.01495142979434905,false,true,0.01495142979434905,0,5,false,false,false,
stage_b,13,1.3398772899212261,1440.0,0.0009304703402230736,1440,45,45,17.615434115510084,459.0,0.03837785210350781,459,15,153,306,0.9995300952625059,false,12,0.01495142979434905,false,false,0.01495142979434905,1,5,false,false,false,
stage_b,14,7.295687029848963,1440.0,0.005066449326284002,1440,45,45,9.314124289226875,459.0,0.02029220978045071,459,15,153,306,0.9999572813875005,false,12,0.01495142979434905,false,false,0.01495142979434905,2,5,false,false,false,
stage_b,15,70.24431945353876,1440.0,0.04878077739829081,1440,45,45,31.168749298876797,459.0,0.06790577189297776,459,15,153,306,0.998803878850015,false,12,0.01495142979434905,false,false,0.01495142979434905,3,5,false,false,false,
stage_b,16,48.945184480193966,1440.0,0.03398971144457914,1440,45,45,35.60627735730999,459.0,0.07757358901374727,459,15,153,306,0.9983980520312701,false,12,0.01495142979434905,false,false,0.01495142979434905,4,5,false,false,false,
stage_b,17,8.811710543247713,1440.0,0.006119243432810912,1440,45,45,11.237302635565932,459.0,0.02448214081822643,459,15,153,306,0.9997864069375026,false,12,0.01495142979434905,false,false,0.01495142979434905,5,5,true,false,true,
