stage,epoch,train_weighted_numerator,train_weight_denominator,train_weighted_loss,train_sample_count,train_batch_count,train_optimizer_steps,dev_weighted_numerator,dev_weight_denominator,dev_weighted_loss,dev_sample_count,dev_batch_count,dev_bonafide_count,dev_attack_count,dev_auroc,raw_checkpoint_updated,raw_best_epoch,raw_best_loss,patience_anchor_initialized,meaningful_improvement,patience_anchor_loss,patience_counter,patience_epochs,stop_due_to_patience,stop_due_to_maximum_epochs,should_stop,transition_note
stage_b,1,705.2866384742359,1440.0,0.4897823878293305,1440,45,45,53.91482074378421,459.0,0.11746148310192639,459,15,153,306,0.9909650134563629,true,1,0.11746148310192639,true,,0.11746148310192639,0,5,false,false,false,Backbone unfrozen and BatchNorm running statistics begin FantasyID domain adaptation; transient dev-loss movement is expected.
stage_b,2,146.53536528845845,1440.0,0.10176067033920726,1440,45,45,28.945873871090875,459.0,0.06306290603723502,459,15,153,306,0.9988679567687642,true,2,0.06306290603723502,false,true,0.06306290603723502,0,5,false,false,false,
stage_b,3,106.00590430232396,1440.0,0.0736152113210583,1440,45,45,78.02236528751754,459.0,0.16998336663947178,459,15,153,306,0.997842710068777,false,2,0.06306290603723502,false,false,0.06306290603723502,1,5,false,false,false,
stage_b,4,49.902893845079184,1440.0,0.0346547873924161,1440,45,45,120.0067238074542,459.0,0.261452557314715,459,15,153,306,0.9977999914562775,false,2,0.06306290603723502,false,false,0.06306290603723502,2,5,false,false,false,
stage_b,5,24.108862821533478,1440.0,0.016742265848287138,1440,45,45,8.044366521044402,459.0,0.017525852987024842,459,15,153,306,0.9998718441625016,true,5,0.017525852987024842,false,true,0.017525852987024842,0,5,false,false,false,
stage_b,6,34.19704750279044,1440.0,0.023747949654715585,1440,45,45,28.967594549050453,459.0,0.06311022777570904,459,15,153,306,0.9977145542312785,false,5,0.017525852987024842,false,false,0.017525852987024842,1,5,false,false,false,
stage_b,7,43.64965804160515,1440.0,0.030312262528892464,1440,45,45,19.738294545377563,459.0,0.043002820360299704,459,15,153,306,0.9997864069375026,false,5,0.017525852987024842,false,false,0.017525852987024842,2,5,false,false,false,
stage_b,8,10.143343018654363,1440.0,0.007043988207398863,1440,45,45,18.301565365428175,459.0,0.039872691427948095,459,15,153,306,0.9998718441625016,false,5,0.017525852987024842,false,false,0.017525852987024842,3,5,false,false,false,
stage_b,9,46.93473561399425,1440.0,0.03259356639860712,1440,45,45,23.43665666884528,459.0,0.05106025418049081,459,15,153,306,0.9996582511000043,false,5,0.017525852987024842,false,false,0.017525852987024842,4,5,false,false,false,
stage_b,10,8.151227111226788,1440.0,0.00566057438279638,1440,45,45,16.17257428393539,459.0,0.03523436663166751,459,15,153,306,0.9993805801187577,false,5,0.017525852987024842,false,false,0.017525852987024842,5,5,true,false,true,
