stage,epoch,train_weighted_numerator,train_weight_denominator,train_weighted_loss,train_sample_count,train_batch_count,train_optimizer_steps,dev_weighted_numerator,dev_weight_denominator,dev_weighted_loss,dev_sample_count,dev_batch_count,dev_bonafide_count,dev_attack_count,dev_auroc,raw_checkpoint_updated,raw_best_epoch,raw_best_loss,patience_anchor_initialized,meaningful_improvement,patience_anchor_loss,patience_counter,patience_epochs,stop_due_to_patience,stop_due_to_maximum_epochs,should_stop,transition_note
stage_b,1,838.3800241342396,1440.0,0.582208350093222,1440,45,45,294.1885065986339,459.0,0.6409335655743659,459,15,153,306,0.9494211628006323,true,1,0.6409335655743659,true,,0.6409335655743659,0,5,false,false,false,Backbone unfrozen and BatchNorm running statistics begin FantasyID domain adaptation; transient dev-loss movement is expected.
stage_b,2,227.32939632530932,1440.0,0.15786763633702036,1440,45,45,57.384958891283986,459.0,0.12502169693090193,459,15,153,306,0.9920116194625999,true,2,0.12502169693090193,false,true,0.12502169693090193,0,5,false,false,false,
stage_b,3,102.54495697031138,1440.0,0.07121177567382735,1440,45,45,63.954245463000966,459.0,0.1393338681111132,459,15,153,306,0.9894912213251313,false,2,0.12502169693090193,false,false,0.12502169693090193,1,5,false,false,false,
stage_b,4,45.81279505252617,1440.0,0.03181444100869873,1440,45,45,161.89082889977564,459.0,0.3527033309363304,459,15,153,306,0.9896620957751292,false,2,0.12502169693090193,false,false,0.12502169693090193,2,5,false,false,false,
stage_b,5,94.03998235759624,1440.0,0.06530554330388628,1440,45,45,87.26988583474687,459.0,0.1901304702282067,459,15,153,306,0.98560382758768,false,2,0.12502169693090193,false,false,0.12502169693090193,3,5,false,false,false,
stage_b,6,52.22976669051614,1440.0,0.03627067131285843,1440,45,45,107.32205751614647,459.0,0.23381711877156094,459,15,153,306,0.9934213336750822,false,2,0.12502169693090193,false,false,0.12502169693090193,4,5,false,false,false,
stage_b,7,19.846188885994287,1440.0,0.01378207561527381,1440,45,45,55.00851166834515,459.0,0.11984425200075197,459,15,153,306,0.9948524071938143,true,7,0.11984425200075197,false,true,0.11984425200075197,0,5,false,false,false,
stage_b,8,10.499267768615205,1440.0,0.0072911581726494475,1440,45,45,51.15325107618513,459.0,0.11144499145138372,459,15,153,306,0.9942116280063223,true,8,0.11144499145138372,false,true,0.11144499145138372,0,5,false,false,false,
stage_b,9,22.374961967959933,1440.0,0.01553816803330551,1440,45,45,47.931692329005784,459.0,0.10442634494336772,459,15,153,306,0.9957494980563031,true,9,0.10442634494336772,false,true,0.10442634494336772,0,5,false,false,false,
stage_b,10,24.620745330179368,1440.0,0.017097739812624562,1440,45,45,54.42803474276602,459.0,0.11857959638946847,459,15,153,306,0.9950019223375625,false,9,0.10442634494336772,false,false,0.10442634494336772,1,5,false,false,false,
stage_b,11,4.854091162524057,1440.0,0.0033708966406417063,1440,45,45,48.36240404998037,459.0,0.10536471470583958,459,15,153,306,0.9967747447562904,false,9,0.10442634494336772,false,false,0.10442634494336772,2,5,false,false,false,
stage_b,12,11.25705470031339,1440.0,0.007817399097439854,1440,45,45,50.3585807920212,459.0,0.10971368364274771,459,15,153,306,0.9957281387500534,false,9,0.10442634494336772,false,false,0.10442634494336772,3,5,false,false,false,
stage_b,13,44.153795355192834,1440.0,0.03066235788555058,1440,45,45,71.77165115699775,459.0,0.15636525306535456,459,15,153,306,0.996326199325046,false,9,0.10442634494336772,false,false,0.10442634494336772,4,5,false,false,false,
stage_b,14,49.773798964800555,1440.0,0.034565138170000384,1440,45,45,59.476010938487796,459.0,0.12957736587905838,459,15,153,306,0.9918621043188517,false,9,0.10442634494336772,false,false,0.10442634494336772,5,5,true,false,true,
