stage,epoch,train_weighted_numerator,train_weight_denominator,train_weighted_loss,train_sample_count,train_batch_count,train_optimizer_steps,dev_weighted_numerator,dev_weight_denominator,dev_weighted_loss,dev_sample_count,dev_batch_count,dev_bonafide_count,dev_attack_count,dev_auroc,raw_checkpoint_updated,raw_best_epoch,raw_best_loss,patience_anchor_initialized,meaningful_improvement,patience_anchor_loss,patience_counter,patience_epochs,stop_due_to_patience,stop_due_to_maximum_epochs,should_stop,transition_note
stage_b,1,638.0159524212468,1440.0,0.4430666336258658,1440,45,45,58.02070385930767,459.0,0.1264067622207139,459,15,153,306,0.9931436626938357,true,1,0.1264067622207139,true,,0.1264067622207139,0,5,false,false,false,Backbone unfrozen and BatchNorm running statistics begin FantasyID domain adaptation; transient dev-loss movement is expected.
stage_b,2,154.0528656183826,1440.0,0.10698115667943237,1440,45,45,25.11828865184964,459.0,0.05472394041797307,459,15,153,306,0.9995941731812551,true,2,0.05472394041797307,false,true,0.05472394041797307,0,5,false,false,false,
stage_b,3,40.53361720328514,1440.0,0.028148345280059123,1440,45,45,53.41387067443735,459.0,0.11637008861533191,459,15,153,306,0.9966252296125422,false,2,0.05472394041797307,false,false,0.05472394041797307,1,5,false,false,false,
stage_b,4,40.408921721725974,1440.0,0.02806175119564304,1440,45,45,61.358215586113566,459.0,0.13367802959937597,459,15,153,306,0.9973514460250331,false,2,0.05472394041797307,false,false,0.05472394041797307,2,5,false,false,false,
stage_b,5,36.83750967408953,1440.0,0.025581603940339953,1440,45,45,19.298422441585423,459.0,0.04204449333678741,459,15,153,306,0.9998077662437524,true,5,0.04204449333678741,false,true,0.04204449333678741,0,5,false,false,false,
stage_b,6,26.676442729589105,1440.0,0.018525307451103545,1440,45,45,36.835971182108324,459.0,0.08025266052746911,459,15,153,306,0.9995300952625059,false,5,0.04204449333678741,false,false,0.04204449333678741,1,5,false,false,false,
stage_b,7,4.07974408948489,1440.0,0.0028331556176978408,1440,45,45,16.676734773842497,459.0,0.036332755498567536,459,15,153,306,0.9995728138750053,true,7,0.036332755498567536,false,true,0.036332755498567536,0,5,false,false,false,
stage_b,8,6.106623318995673,1440.0,0.00424071063819144,1440,45,45,8.568966946070297,459.0,0.018668773302985397,459,15,153,306,0.9998504848562518,true,8,0.018668773302985397,false,true,0.018668773302985397,0,5,false,false,false,
stage_b,9,9.805334424405487,1440.0,0.006809260016948255,1440,45,45,8.91640186051707,459.0,0.019425712114416273,459,15,153,306,0.9998291255500021,false,8,0.018668773302985397,false,false,0.018668773302985397,1,5,false,false,false,
stage_b,10,15.250131625102902,1440.0,0.010590369184099238,1440,45,45,81.06512905446505,459.0,0.1766124816001417,459,15,153,306,0.9993378615062583,false,8,0.018668773302985397,false,false,0.018668773302985397,2,5,false,false,false,
stage_b,11,23.97835949413843,1440.0,0.016651638537596134,1440,45,45,65.23858946849708,459.0,0.14213200319934005,459,15,153,306,0.9996155324875048,false,8,0.018668773302985397,false,false,0.018668773302985397,3,5,false,false,false,
stage_b,12,1.842852109670929,1440.0,0.0012797584094937006,1440,45,45,13.16906412876213,459.0,0.02869077152235758,459,15,153,306,0.999914562775001,false,8,0.018668773302985397,false,false,0.018668773302985397,4,5,false,false,false,
stage_b,13,1.4562172376047329,1440.0,0.0010112619705588423,1440,45,45,15.489465104936038,459.0,0.03374611133972993,459,15,153,306,0.999914562775001,false,8,0.018668773302985397,false,false,0.018668773302985397,5,5,true,false,true,
