stage,epoch,train_weighted_numerator,train_weight_denominator,train_weighted_loss,train_sample_count,train_batch_count,train_optimizer_steps,dev_weighted_numerator,dev_weight_denominator,dev_weighted_loss,dev_sample_count,dev_batch_count,dev_bonafide_count,dev_attack_count,dev_auroc,raw_checkpoint_updated,raw_best_epoch,raw_best_loss,patience_anchor_initialized,meaningful_improvement,patience_anchor_loss,patience_counter,patience_epochs,stop_due_to_patience,stop_due_to_maximum_epochs,should_stop,transition_note
stage_a,1,1007.2292847633362,1440.0,0.6994647810856501,1440,45,45,311.1985741555691,459.0,0.6779925362866429,459,15,153,306,0.6320432312358495,true,1,0.6779925362866429,true,,0.6779925362866429,0,2,false,false,false,
stage_a,2,985.9620002657175,1440.0,0.6846958335178593,1440,45,45,307.0927000939846,459.0,0.6690472768932126,459,15,153,306,0.7150027767098125,true,2,0.6690472768932126,false,true,0.6690472768932126,0,2,false,false,false,
stage_a,3,954.6416319608688,1440.0,0.6629455777506034,1440,45,45,301.88840812444687,459.0,0.6577089501621937,459,15,153,306,0.7613738305779828,true,3,0.6577089501621937,false,true,0.6577089501621937,0,2,false,false,false,
stage_a,4,943.3731390684843,1440.0,0.6551202354642253,1440,45,45,299.8010578453541,459.0,0.6531613460683096,459,15,153,306,0.7680806527403989,true,4,0.6531613460683096,false,true,0.6531613460683096,0,2,false,false,false,
stage_a,5,917.3502288013697,1440.0,0.6370487700009512,1440,45,45,290.4066391289234,459.0,0.632694202895258,459,15,153,306,0.8039642872399504,true,5,0.632694202895258,false,true,0.632694202895258,0,2,false,false,false,
stage_a,6,912.2368729412556,1440.0,0.6334978284314274,1440,45,45,291.1799672842026,459.0,0.6343790136910732,459,15,153,306,0.8053953607586826,false,5,0.632694202895258,false,false,0.632694202895258,1,2,false,false,false,
stage_a,7,891.6963515728712,1440.0,0.6192335774811606,1440,45,45,285.4953513741493,459.0,0.6219942295733101,459,15,153,306,0.8143449100773207,true,7,0.6219942295733101,false,true,0.6219942295733101,0,2,false,false,false,
stage_a,8,879.4565847814083,1440.0,0.6107337394315335,1440,45,45,278.72422228753567,459.0,0.6072423143519295,459,15,153,306,0.8333333333333334,true,8,0.6072423143519295,false,true,0.6072423143519295,0,2,false,false,false,
stage_a,9,864.5629290044308,1440.0,0.6003909229197436,1440,45,45,277.3466884493828,459.0,0.6042411513058449,459,15,153,306,0.8363877141270452,true,9,0.6042411513058449,false,false,0.6072423143519295,1,2,false,false,false,
stage_a,10,863.5445925667882,1440.0,0.5996837448380473,1440,45,45,283.7649597376585,459.0,0.6182243131539401,459,15,153,306,0.8359605280020505,false,9,0.6042411513058449,false,false,0.6072423143519295,2,2,true,true,true,
