file_stem,pair_type,capture_count,hardware_count,layer4_1_cosine,avgpool_cosine,cosine_reconvergence,layer4_1_relative_l2,avgpool_relative_l2,relative_l2_reconvergence
turkiye-092_03,digital_2_vs_bonafide,3,3,0.9733770688374838,0.994269053141276,0.020891984303792317,0.22827433049678802,0.10636192560195923,0.1219124048948288
turkiye-121_03,digital_1_vs_bonafide,3,3,0.9457940260569254,0.9859885772069296,0.04019455115000407,0.33091933528582257,0.17134231825669607,0.1595770170291265
turkiye-121_03,digital_1_vs_digital_2,3,3,0.9803637464841207,0.9958115617434183,0.01544781525929769,0.19832579294840494,0.09250323226054509,0.10582256068785985
turkiye-121_03,digital_2_vs_bonafide,3,3,0.939213236172994,0.9829580386479696,0.043744802474975586,0.3489722013473511,0.18550976117451987,0.1634624401728312
turkiye-126_03,digital_1_vs_bonafide,3,3,0.9273542761802673,0.9816300272941589,0.0542757511138916,0.3900226950645447,0.20245147744814554,0.18757121761639914
turkiye-126_03,digital_1_vs_digital_2,3,3,0.9646695653597513,0.9926990270614624,0.028029461701711018,0.2636838008960088,0.11998983720938365,0.14369396368662515
turkiye-126_03,digital_2_vs_bonafide,3,3,0.9216301043828329,0.9812819361686707,0.05965183178583781,0.40229737758636475,0.2041956434647242,0.19810173412164053
turkiye-127_03,digital_1_vs_bonafide,3,3,0.970117966334025,0.9931760231653849,0.023058056831359863,0.2410477101802826,0.1149781843026479,0.12606952587763467
turkiye-127_03,digital_1_vs_digital_2,3,3,0.9771779576937357,0.9950967232386271,0.017918765544891357,0.21553083260854086,0.1025635227560997,0.11296730985244115
turkiye-127_03,digital_2_vs_bonafide,3,3,0.9690369367599487,0.993340531984965,0.024303595225016277,0.24896798034509024,0.1172650009393692,0.13170297940572104
turkiye-129_03,digital_1_vs_bonafide,3,3,0.9618232647577921,0.9900028904279073,0.028179625670115154,0.2754628111918767,0.1412922441959381,0.13417056699593863
turkiye-129_03,digital_1_vs_digital_2,3,3,0.9823195338249207,0.9965197841326395,0.014200250307718912,0.18801643947760263,0.08418532957633336,0.10383110990126927
turkiye-129_03,digital_2_vs_bonafide,3,3,0.9588814775149027,0.9893985191980997,0.03051704168319702,0.2832227597633998,0.14380518098672232,0.13941757877667746
turkiye-130_03,digital_1_vs_bonafide,3,3,0.9784937898317972,0.9948243300120035,0.0163305401802063,0.20787113904953003,0.10366402318080266,0.10420711586872737
turkiye-130_03,digital_1_vs_digital_2,3,3,0.9897039532661438,0.9978315432866415,0.00812759002049764,0.14322645962238312,0.06642447660366695,0.07680198301871617
turkiye-130_03,digital_2_vs_bonafide,3,3,0.9802039861679077,0.9953358968098959,0.015131910641988119,0.19866609573364258,0.09731510281562805,0.10135099291801453
turkiye-138_03,digital_1_vs_bonafide,3,3,0.9819375475247701,0.9961811105410258,0.014243563016255697,0.1896229237318039,0.08748431255420049,0.10213861117760341
turkiye-138_03,digital_1_vs_digital_2,3,3,0.9874632358551025,0.9975910186767578,0.010127782821655273,0.158911794424057,0.07113804171482722,0.08777375270922978
turkiye-138_03,digital_2_vs_bonafide,3,3,0.9798219601313273,0.9955037434895834,0.015681783358256023,0.20142882565657297,0.09609780708948772,0.10533101856708527
turkiye-NF-1008,digital_1_vs_bonafide,3,3,0.9518808921178182,0.9898168047269186,0.03793591260910034,0.3101946910222371,0.14389548699061075,0.16629920403162637
turkiye-NF-1008,digital_1_vs_digital_2,3,3,0.9539101123809814,0.9890421032905579,0.035131990909576416,0.3044433891773224,0.14978121717770895,0.15466217199961343
turkiye-NF-1008,digital_2_vs_bonafide,3,3,0.9650378823280334,0.9925121466318766,0.02747426430384318,0.264288271466891,0.1233429064353307,0.14094536503156027
turkiye-NF-1054,digital_1_vs_bonafide,3,3,0.9321253498395284,0.9808626174926758,0.04873726765314738,0.36968453725179035,0.19625750184059143,0.17342703541119894
