file_stem,hardware_source,pair_type,role_a,role_b,image_a_path,image_a_sha256,image_b_path,image_b_sha256,original_size,model_input_size,layer4_1_cosine,avgpool_cosine,cosine_reconvergence,layer4_1_relative_l2,avgpool_relative_l2,relative_l2_reconvergence
chinese-020_03,huawei,digital_1_vs_bonafide,digital_1,bonafide,train/attack/digital_1/huawei/chinese-020_03.jpg,380ee8ddbfc5ca16c7b851b6aa0d0a03126b083c162a259036ff4676c358be49,train/bonafide/huawei/chinese-020_03.jpg,702a600a255558cee810d781a2a95c6be884b83488bc58efaed6e71b07c17198,"(3188, 1968)","(414, 256)",0.9841827154159546,0.99756920337677,0.01338648796081543,0.17819355428218842,0.07047142088413239,0.10772213339805603
chinese-020_03,huawei,digital_2_vs_bonafide,digital_2,bonafide,train/attack/digital_2/huawei/chinese-020_03.jpg,3f22bc5df24e8e63e25b1808552c1bb78703ec730afa99a17b028c72c9429398,train/bonafide/huawei/chinese-020_03.jpg,702a600a255558cee810d781a2a95c6be884b83488bc58efaed6e71b07c17198,"(3188, 1968)","(414, 256)",0.9854912757873535,0.9978287816047668,0.01233750581741333,0.1709614247083664,0.06674527376890182,0.10421615093946457
chinese-020_03,huawei,digital_1_vs_digital_2,digital_1,digital_2,train/attack/digital_1/huawei/chinese-020_03.jpg,380ee8ddbfc5ca16c7b851b6aa0d0a03126b083c162a259036ff4676c358be49,train/attack/digital_2/huawei/chinese-020_03.jpg,3f22bc5df24e8e63e25b1808552c1bb78703ec730afa99a17b028c72c9429398,"(3188, 1968)","(414, 256)",0.9761391878128052,0.9959673285484314,0.01982814073562622,0.21991696953773499,0.09219148010015488,0.1277254894375801
chinese-020_03,iphone15pro,digital_1_vs_bonafide,digital_1,bonafide,train/attack/digital_1/iphone15pro/chinese-020_03.jpg,5d4ed950bbe2dba0efff0fb43e8bcc020c5f7e59be58b1051f8b31e941d84aee,train/bonafide/iphone15pro/chinese-020_03.jpg,15b055f214a9db2a0edc5c8865ce95bc88dcbb72d72880a5d6f1c54c3a4c3e66,"(2794, 1765)","(405, 256)",0.9735187888145447,0.9952157139778137,0.021696925163269043,0.2303624004125595,0.09816964715719223,0.13219275325536728
chinese-020_03,iphone15pro,digital_2_vs_bonafide,digital_2,bonafide,train/attack/digital_2/iphone15pro/chinese-020_03.jpg,3dc3dd5db21844f3580f6e855d776ce558fcd547169d51487cd99b89a6dc04c6,train/bonafide/iphone15pro/chinese-020_03.jpg,15b055f214a9db2a0edc5c8865ce95bc88dcbb72d72880a5d6f1c54c3a4c3e66,"(2794, 1765)","(405, 256)",0.9758203625679016,0.9960237741470337,0.02020341157913208,0.2199266105890274,0.08920305967330933,0.13072355091571808
chinese-020_03,iphone15pro,digital_1_vs_digital_2,digital_1,digital_2,train/attack/digital_1/iphone15pro/chinese-020_03.jpg,5d4ed950bbe2dba0efff0fb43e8bcc020c5f7e59be58b1051f8b31e941d84aee,train/attack/digital_2/iphone15pro/chinese-020_03.jpg,3dc3dd5db21844f3580f6e855d776ce558fcd547169d51487cd99b89a6dc04c6,"(2794, 1765)","(405, 256)",0.9766806364059448,0.9957544803619385,0.019073843955993652,0.21608470380306244,0.09273894131183624,0.1233457624912262
chinese-020_03,scan,digital_1_vs_bonafide,digital_1,bonafide,train/attack/digital_1/scan/chinese-020_03.jpg,250eeac8aa426e133ca44c4ddb149340334857a56d1030fc5db31ff57d13bc5e,train/bonafide/scan/chinese-020_03.jpg,0cbb5a2c57ef981ad0e628ca82d792290ffcb5e10606424d3ce327e801fa7994,"(1994, 1251)","(408, 256)",0.9779771566390991,0.9960317611694336,0.018054604530334473,0.21027857065200806,0.08913999050855637,0.12113858014345169
chinese-020_03,scan,digital_2_vs_bonafide,digital_2,bonafide,train/attack/digital_2/scan/chinese-020_03.jpg,98ac74350892864f392b498701046c059ca06715674e47e5939c7036069db817,train/bonafide/scan/chinese-020_03.jpg,0cbb5a2c57ef981ad0e628ca82d792290ffcb5e10606424d3ce327e801fa7994,"(1994, 1251)","(408, 256)",0.983296275138855,0.9969512820243835,0.013655006885528564,0.1838773787021637,0.08165562897920609,0.10222174972295761
chinese-020_03,scan,digital_1_vs_digital_2,digital_1,digital_2,train/attack/digital_1/scan/chinese-020_03.jpg,250eeac8aa426e133ca44c4ddb149340334857a56d1030fc5db31ff57d13bc5e,train/attack/digital_2/scan/chinese-020_03.jpg,98ac74350892864f392b498701046c059ca06715674e47e5939c7036069db817,"(1994, 1251)","(408, 256)",0.9682455062866211,0.9946188926696777,0.02637338638305664,0.2541694641113281,0.10718060284852982,0.1469888612627983
chinese-039_03,huawei,digital_1_vs_bonafide,digital_1,bonafide,train/attack/digital_1/huawei/chinese-039_03.jpg,144f702bee700447cbc466367784e93dbcaccc6f13d9331e14735011969b50ea,train/bonafide/huawei/chinese-039_03.jpg,bf11c74cb986adfe37dfb940d3e125bdf0b4ae3efc041ea5182aff7daaaad33e,"(3190, 1968)","(414, 256)",0.9854735136032104,0.997156023979187,0.011682510375976562,0.17045727372169495,0.0757254809141159,0.09473179280757904
chinese-039_03,huawei,digital_2_vs_bonafide,digital_2,bonafide,train/attack/digital_2/huawei/chinese-039_03.jpg,4284b961ddd8389b7ab9b57f2aec9a35070687fd7a4ab93c91c68f8ca20c98e2,train/bonafide/huawei/chinese-039_03.jpg,bf11c74cb986adfe37dfb940d3e125bdf0b4ae3efc041ea5182aff7daaaad33e,"(3190, 1968)","(414, 256)",0.9758411645889282,0.995749294757843,0.019908130168914795,0.22129608690738678,0.096187524497509,0.12510856240987778
chinese-039_03,huawei,digital_1_vs_digital_2,digital_1,digital_2,train/attack/digital_1/huawei/chinese-039_03.jpg,144f702bee700447cbc466367784e93dbcaccc6f13d9331e14735011969b50ea,train/attack/digital_2/huawei/chinese-039_03.jpg,4284b961ddd8389b7ab9b57f2aec9a35070687fd7a4ab93c91c68f8ca20c98e2,"(3190, 1968)","(414, 256)",0.9759174585342407,0.9952371716499329,0.01931971311569214,0.22114770114421844,0.09974730014801025,0.12140040099620819
chinese-039_03,iphone15pro,digital_1_vs_bonafide,digital_1,bonafide,train/attack/digital_1/iphone15pro/chinese-039_03.jpg,39fb14af3422d692f63e1d1b48b8084c77b411259db2f5c7e46ff3dc4e9cdc54,train/bonafide/iphone15pro/chinese-039_03.jpg,1b2ca16b006ddbf79803eb3662676041397f48e967132be5c52f6061fd3477a1,"(2782, 1763)","(403, 256)",0.9805803298950195,0.9960901141166687,0.01550978422164917,0.19815883040428162,0.09307435154914856,0.10508447885513306
chinese-039_03,iphone15pro,digital_2_vs_bonafide,digital_2,bonafide,train/attack/digital_2/iphone15pro/chinese-039_03.jpg,0ecbfdf0d2bfc51454627792993265aa6e6d94fa53f63b3f4a44abfc242e8937,train/bonafide/iphone15pro/chinese-039_03.jpg,1b2ca16b006ddbf79803eb3662676041397f48e967132be5c52f6061fd3477a1,"(2782, 1763)","(403, 256)",0.9792695045471191,0.99689781665802,0.01762831211090088,0.20385433733463287,0.08010803908109665,0.12374629825353622
chinese-039_03,iphone15pro,digital_1_vs_digital_2,digital_1,digital_2,train/attack/digital_1/iphone15pro/chinese-039_03.jpg,39fb14af3422d692f63e1d1b48b8084c77b411259db2f5c7e46ff3dc4e9cdc54,train/attack/digital_2/iphone15pro/chinese-039_03.jpg,0ecbfdf0d2bfc51454627792993265aa6e6d94fa53f63b3f4a44abfc242e8937,"(2782, 1763)","(403, 256)",0.9811526536941528,0.9962872266769409,0.015134572982788086,0.19445757567882538,0.08737533539533615,0.10708224028348923
chinese-039_03,scan,digital_1_vs_bonafide,digital_1,bonafide,train/attack/digital_1/scan/chinese-039_03.jpg,5b27033cb34964a154bd8387cbf46d87aecfaaf406631480705ec1b639f39a68,train/bonafide/scan/chinese-039_03.jpg,e734275b34d33592d9acfd4c89acd25dec517ab28d9db51810fca72402b67b5e,"(1992, 1253)","(406, 256)",0.984839677810669,0.9969568848609924,0.012117207050323486,0.17462457716464996,0.07853786647319794,0.09608671069145203
chinese-039_03,scan,digital_2_vs_bonafide,digital_2,bonafide,train/attack/digital_2/scan/chinese-039_03.jpg,51340cd5bcf331103b482bbaa2d41825c0ab1dedd879ea1c055ac04f9c452e51,train/bonafide/scan/chinese-039_03.jpg,e734275b34d33592d9acfd4c89acd25dec517ab28d9db51810fca72402b67b5e,"(1992, 1253)","(406, 256)",0.9819247126579285,0.9975776672363281,0.015652954578399658,0.190140500664711,0.0696210190653801,0.1205194815993309
chinese-039_03,scan,digital_1_vs_digital_2,digital_1,digital_2,train/attack/digital_1/scan/chinese-039_03.jpg,5b27033cb34964a154bd8387cbf46d87aecfaaf406631480705ec1b639f39a68,train/attack/digital_2/scan/chinese-039_03.jpg,51340cd5bcf331103b482bbaa2d41825c0ab1dedd879ea1c055ac04f9c452e51,"(1992, 1253)","(406, 256)",0.9809187054634094,0.9963368773460388,0.015418171882629395,0.1956876963376999,0.08624955266714096,0.10943814367055893
chinese-064_03,huawei,digital_1_vs_bonafide,digital_1,bonafide,train/attack/digital_1/huawei/chinese-064_03.jpg,d763fe88b4b65ce2ad1c224a4601ee7aa935e709464c9bdf68d64bee5edf0995,train/bonafide/huawei/chinese-064_03.jpg,97a1a4309b4005ba4fcc9fa0bde8f6c710260005d3b5b1210aacdf8608e7c203,"(3225, 1971)","(418, 256)",0.981304407119751,0.9967138171195984,0.015409409999847412,0.19394323229789734,0.08167888224124908,0.11226435005664825
chinese-064_03,huawei,digital_2_vs_bonafide,digital_2,bonafide,train/attack/digital_2/huawei/chinese-064_03.jpg,aa57ef9692e82076f3ec50bf92b682f0631137e380d63d64feed472d400abc5a,train/bonafide/huawei/chinese-064_03.jpg,97a1a4309b4005ba4fcc9fa0bde8f6c710260005d3b5b1210aacdf8608e7c203,"(3225, 1971)","(418, 256)",0.9839245080947876,0.9963383674621582,0.012413859367370605,0.18055813014507294,0.08868054300546646,0.09187758713960648
chinese-064_03,huawei,digital_1_vs_digital_2,digital_1,digital_2,train/attack/digital_1/huawei/chinese-064_03.jpg,d763fe88b4b65ce2ad1c224a4601ee7aa935e709464c9bdf68d64bee5edf0995,train/attack/digital_2/huawei/chinese-064_03.jpg,aa57ef9692e82076f3ec50bf92b682f0631137e380d63d64feed472d400abc5a,"(3225, 1971)","(418, 256)",0.9722940325737,0.9935865998268127,0.021292567253112793,0.23548083007335663,0.11403306573629379,0.12144776433706284
chinese-064_03,iphone15pro,digital_1_vs_bonafide,digital_1,bonafide,train/attack/digital_1/iphone15pro/chinese-064_03.jpg,e929f8af4697f3f27db2b46b78297e154d950767058b732980281ccd10c48abc,train/bonafide/iphone15pro/chinese-064_03.jpg,411b899b7d06bebabb07e295f64ba2bf0581ad0f2adb6254c51afb67751256b3,"(2798, 1780)","(402, 256)",0.9746912717819214,0.9948554039001465,0.020164132118225098,0.22533637285232544,0.10253560543060303,0.12280076742172241
chinese-064_03,iphone15pro,digital_2_vs_bonafide,digital_2,bonafide,train/attack/digital_2/iphone15pro/chinese-064_03.jpg,ed31061fbeee66cfbc40b9f3e01018edf54fb6ad043305a9f94ef80043bdff39,train/bonafide/iphone15pro/chinese-064_03.jpg,411b899b7d06bebabb07e295f64ba2bf0581ad0f2adb6254c51afb67751256b3,"(2798, 1780)","(402, 256)",0.9755072593688965,0.9951325058937073,0.01962524652481079,0.22133195400238037,0.09883065521717072,0.12250129878520966
chinese-064_03,iphone15pro,digital_1_vs_digital_2,digital_1,digital_2,train/attack/digital_1/iphone15pro/chinese-064_03.jpg,e929f8af4697f3f27db2b46b78297e154d950767058b732980281ccd10c48abc,train/attack/digital_2/iphone15pro/chinese-064_03.jpg,ed31061fbeee66cfbc40b9f3e01018edf54fb6ad043305a9f94ef80043bdff39,"(2798, 1780)","(402, 256)",0.9658359289169312,0.9911807775497437,0.0253448486328125,0.26162996888160706,0.1331324428319931,0.12849752604961395
chinese-064_03,scan,digital_1_vs_bonafide,digital_1,bonafide,train/attack/digital_1/scan/chinese-064_03.jpg,dc7747a51f504ec8e209bcc316478303583b5386509968e9c4f163e4f9dc45d1,train/bonafide/scan/chinese-064_03.jpg,6c0b82eff96f82a761ac9ec1db626c1a4c69e2f1e64560edc79afa0c0fb3f134,"(1991, 1252)","(407, 256)",0.9813423156738281,0.9969850778579712,0.015642762184143066,0.1931931972503662,0.07769953459501266,0.11549366265535355
chinese-064_03,scan,digital_2_vs_bonafide,digital_2,bonafide,train/attack/digital_2/scan/chinese-064_03.jpg,e4e6ac306cb3a1ba5eda6b3a30955ea58e7b598b3bae32c440a5b4c52c3652a3,train/bonafide/scan/chinese-064_03.jpg,6c0b82eff96f82a761ac9ec1db626c1a4c69e2f1e64560edc79afa0c0fb3f134,"(1991, 1252)","(407, 256)",0.9835060834884644,0.9969817996025085,0.01347571611404419,0.18162621557712555,0.07771410048007965,0.1039121150970459
chinese-064_03,scan,digital_1_vs_digital_2,digital_1,digital_2,train/attack/digital_1/scan/chinese-064_03.jpg,dc7747a51f504ec8e209bcc316478303583b5386509968e9c4f163e4f9dc45d1,train/attack/digital_2/scan/chinese-064_03.jpg,e4e6ac306cb3a1ba5eda6b3a30955ea58e7b598b3bae32c440a5b4c52c3652a3,"(1991, 1252)","(407, 256)",0.9800429940223694,0.9959109425544739,0.015867948532104492,0.1997988373041153,0.09054229408502579,0.10925654321908951
chinese-081_03,huawei,digital_1_vs_bonafide,digital_1,bonafide,train/attack/digital_1/huawei/chinese-081_03.jpg,4b85122b138a484570a90646a3a695dfcbe043cf452677f86b570d964e4e03f3,train/bonafide/huawei/chinese-081_03.jpg,a4fdab9b948a9994f3f72f5358218bec05ce8192d58686608c791ae9aab783bb,"(3214, 1967)","(418, 256)",0.9837132692337036,0.9969766139984131,0.013263344764709473,0.18066102266311646,0.07919708639383316,0.1014639362692833
chinese-081_03,huawei,digital_2_vs_bonafide,digital_2,bonafide,train/attack/digital_2/huawei/chinese-081_03.jpg,0bd811ccd74da4d66ad703065adb2979550af4620e9b729bb8b505243ee049c5,train/bonafide/huawei/chinese-081_03.jpg,a4fdab9b948a9994f3f72f5358218bec05ce8192d58686608c791ae9aab783bb,"(3214, 1967)","(418, 256)",0.9751436710357666,0.9960463047027588,0.020902633666992188,0.22312450408935547,0.08893349021673203,0.13419101387262344
chinese-081_03,huawei,digital_1_vs_digital_2,digital_1,digital_2,train/attack/digital_1/huawei/chinese-081_03.jpg,4b85122b138a484570a90646a3a695dfcbe043cf452677f86b570d964e4e03f3,train/attack/digital_2/huawei/chinese-081_03.jpg,0bd811ccd74da4d66ad703065adb2979550af4620e9b729bb8b505243ee049c5,"(3214, 1967)","(418, 256)",0.9812953472137451,0.99652498960495,0.015229642391204834,0.19412004947662354,0.08448697626590729,0.10963307321071625
chinese-081_03,iphone15pro,digital_1_vs_bonafide,digital_1,bonafide,train/attack/digital_1/iphone15pro/chinese-081_03.jpg,553dc540683c315422a6ddad6c24729bb3d1fd63b8e4432a7de8e8bd2a26cdac,train/bonafide/iphone15pro/chinese-081_03.jpg,813e9c562c5b287912146c393359273aaee5e7abedd52c460469cd759ffcf4f0,"(2791, 1766)","(404, 256)",0.9772340655326843,0.9959714412689209,0.018737375736236572,0.21343936026096344,0.08978313952684402,0.12365622073411942
chinese-081_03,iphone15pro,digital_2_vs_bonafide,digital_2,bonafide,train/attack/digital_2/iphone15pro/chinese-081_03.jpg,dd2c598c4139c787607e93dda503f71687a66835755e89b6e5ea8419b1d6a336,train/bonafide/iphone15pro/chinese-081_03.jpg,813e9c562c5b287912146c393359273aaee5e7abedd52c460469cd759ffcf4f0,"(2791, 1766)","(404, 256)",0.9697980880737305,0.9947591423988342,0.02496105432510376,0.246171772480011,0.10333234071731567,0.1428394317626953
chinese-081_03,iphone15pro,digital_1_vs_digital_2,digital_1,digital_2,train/attack/digital_1/iphone15pro/chinese-081_03.jpg,553dc540683c315422a6ddad6c24729bb3d1fd63b8e4432a7de8e8bd2a26cdac,train/attack/digital_2/iphone15pro/chinese-081_03.jpg,dd2c598c4139c787607e93dda503f71687a66835755e89b6e5ea8419b1d6a336,"(2791, 1766)","(404, 256)",0.9790253639221191,0.9954367876052856,0.016411423683166504,0.20501624047756195,0.09628977626562119,0.10872646421194077
chinese-081_03,scan,digital_1_vs_bonafide,digital_1,bonafide,train/attack/digital_1/scan/chinese-081_03.jpg,0b4d429124bafce4c11863b931a92cf6d2f091840d35ed2c8d4d4950c38ecb95,train/bonafide/scan/chinese-081_03.jpg,dbc3f338b618ec42b7a6c09c67bbccc29dad93b2565bd503c3137bebf87b96ad,"(1997, 1253)","(408, 256)",0.9796357750892639,0.9964312314987183,0.016795456409454346,0.20351234078407288,0.08761545270681381,0.11589688807725906
chinese-081_03,scan,digital_2_vs_bonafide,digital_2,bonafide,train/attack/digital_2/scan/chinese-081_03.jpg,65e892e4fb11cad3ac58c6c973c401c1a5de62c062e1494ad8329776c0efbfdc,train/bonafide/scan/chinese-081_03.jpg,dbc3f338b618ec42b7a6c09c67bbccc29dad93b2565bd503c3137bebf87b96ad,"(1997, 1253)","(408, 256)",0.980928897857666,0.9969931840896606,0.01606428623199463,0.19564615190029144,0.07791149616241455,0.11773465573787689
chinese-081_03,scan,digital_1_vs_digital_2,digital_1,digital_2,train/attack/digital_1/scan/chinese-081_03.jpg,0b4d429124bafce4c11863b931a92cf6d2f091840d35ed2c8d4d4950c38ecb95,train/attack/digital_2/scan/chinese-081_03.jpg,65e892e4fb11cad3ac58c6c973c401c1a5de62c062e1494ad8329776c0efbfdc,"(1997, 1253)","(408, 256)",0.9859315752983093,0.9975303411483765,0.011598765850067139,0.16837917268276215,0.07201535999774933,0.09636381268501282
chinese-096_03,huawei,digital_1_vs_bonafide,digital_1,bonafide,train/attack/digital_1/huawei/chinese-096_03.jpg,8827fec2a8522e457aca30ef871bbd12438a799a6c0eac4cdc63585213fc38b1,train/bonafide/huawei/chinese-096_03.jpg,d2e5572870588d95911c0f556019f0ea675d10ed2a8825fed4d5d92fac1ced82,"(3178, 1974)","(412, 256)",0.9442348480224609,0.9860225915908813,0.04178774356842041,0.3355323374271393,0.16977420449256897,0.1657581329345703
chinese-096_03,huawei,digital_2_vs_bonafide,digital_2,bonafide,train/attack/digital_2/huawei/chinese-096_03.jpg,e34baaf7c32b2f874cfa08110e8e67e41223f072ec8178274dc523f63e46852c,train/bonafide/huawei/chinese-096_03.jpg,d2e5572870588d95911c0f556019f0ea675d10ed2a8825fed4d5d92fac1ced82,"(3178, 1974)","(412, 256)",0.9635542035102844,0.9909306168556213,0.027376413345336914,0.27124717831611633,0.13572300970554352,0.13552416861057281
chinese-096_03,huawei,digital_1_vs_digital_2,digital_1,digital_2,train/attack/digital_1/huawei/chinese-096_03.jpg,8827fec2a8522e457aca30ef871bbd12438a799a6c0eac4cdc63585213fc38b1,train/attack/digital_2/huawei/chinese-096_03.jpg,e34baaf7c32b2f874cfa08110e8e67e41223f072ec8178274dc523f63e46852c,"(3178, 1974)","(412, 256)",0.9755860567092896,0.9948853254318237,0.01929926872253418,0.22106468677520752,0.10193877667188644,0.11912591010332108
chinese-096_03,iphone15pro,digital_1_vs_bonafide,digital_1,bonafide,train/attack/digital_1/iphone15pro/chinese-096_03.jpg,0592b5cff83aad8ca4728e5a3719d9b7d6bfa33f9f057bc45364f0b72d8f959f,train/bonafide/iphone15pro/chinese-096_03.jpg,6fed50152f95400b659788633a4c39786d77665db128fed202993840def16e72,"(2801, 1764)","(406, 256)",0.9239871501922607,0.9810420274734497,0.057054877281188965,0.39551469683647156,0.19971488416194916,0.1957998126745224
chinese-096_03,iphone15pro,digital_2_vs_bonafide,digital_2,bonafide,train/attack/digital_2/iphone15pro/chinese-096_03.jpg,18ff8a3bf148ca645193f0578e94be44030dfed7edac76c92cf34f81dd5337d9,train/bonafide/iphone15pro/chinese-096_03.jpg,6fed50152f95400b659788633a4c39786d77665db128fed202993840def16e72,"(2801, 1764)","(406, 256)",0.9304024577140808,0.9830153584480286,0.052612900733947754,0.38092681765556335,0.18868154287338257,0.1922452747821808
chinese-096_03,iphone15pro,digital_1_vs_digital_2,digital_1,digital_2,train/attack/digital_1/iphone15pro/chinese-096_03.jpg,0592b5cff83aad8ca4728e5a3719d9b7d6bfa33f9f057bc45364f0b72d8f959f,train/attack/digital_2/iphone15pro/chinese-096_03.jpg,18ff8a3bf148ca645193f0578e94be44030dfed7edac76c92cf34f81dd5337d9,"(2801, 1764)","(406, 256)",0.9693803787231445,0.9941824674606323,0.024802088737487793,0.2476883977651596,0.10794176906347275,0.13974662870168686
chinese-096_03,scan,digital_1_vs_bonafide,digital_1,bonafide,train/attack/digital_1/scan/chinese-096_03.jpg,6f9076827640571117e0e6c5fe894e7bf5171f21e72ac5360800fcf66cc02619,train/bonafide/scan/chinese-096_03.jpg,d37d1878c5d756bcc043680e699df171a49ff839305653e5e8a57f9e73a9a29d,"(1995, 1251)","(408, 256)",0.9247404932975769,0.9818038940429688,0.057063400745391846,0.39317041635513306,0.19519619643688202,0.19797421991825104
chinese-096_03,scan,digital_2_vs_bonafide,digital_2,bonafide,train/attack/digital_2/scan/chinese-096_03.jpg,8d75d9648e68c9282a7ab563157e5b4f62bafef01051c39daa2af84d11e56afd,train/bonafide/scan/chinese-096_03.jpg,d37d1878c5d756bcc043680e699df171a49ff839305653e5e8a57f9e73a9a29d,"(1995, 1251)","(408, 256)",0.9256608486175537,0.9811207056045532,0.05545985698699951,0.39165911078453064,0.19877676665782928,0.19288234412670135
chinese-096_03,scan,digital_1_vs_digital_2,digital_1,digital_2,train/attack/digital_1/scan/chinese-096_03.jpg,6f9076827640571117e0e6c5fe894e7bf5171f21e72ac5360800fcf66cc02619,train/attack/digital_2/scan/chinese-096_03.jpg,8d75d9648e68c9282a7ab563157e5b4f62bafef01051c39daa2af84d11e56afd,"(1995, 1251)","(408, 256)",0.9758655428886414,0.9945670366287231,0.018701493740081787,0.21975846588611603,0.10424039512872696,0.11551807075738907
chinese-099_03,huawei,digital_1_vs_bonafide,digital_1,bonafide,train/attack/digital_1/huawei/chinese-099_03.jpg,4fc9dca7f31bd917d2ac7f2712857a5b3acf7750e4545e91a9ff524e19c3e813,train/bonafide/huawei/chinese-099_03.jpg,2d9f9ccd82c86f5b7a55cf3ad58c55b0e1866393a07b653149dc05d750fc4c48,"(3197, 1959)","(417, 256)",0.9654067754745483,0.9937193393707275,0.0283125638961792,0.2630973160266876,0.11208899319171906,0.15100832283496857
chinese-099_03,huawei,digital_2_vs_bonafide,digital_2,bonafide,train/attack/digital_2/huawei/chinese-099_03.jpg,870190f80b44dbc5e6fc8703c831341c6090558d45d5e27f21e29df7760ada0c,train/bonafide/huawei/chinese-099_03.jpg,2d9f9ccd82c86f5b7a55cf3ad58c55b0e1866393a07b653149dc05d750fc4c48,"(3197, 1959)","(417, 256)",0.9596309661865234,0.9918745756149292,0.03224360942840576,0.2843171954154968,0.12795227766036987,0.15636491775512695
chinese-099_03,huawei,digital_1_vs_digital_2,digital_1,digital_2,train/attack/digital_1/huawei/chinese-099_03.jpg,4fc9dca7f31bd917d2ac7f2712857a5b3acf7750e4545e91a9ff524e19c3e813,train/attack/digital_2/huawei/chinese-099_03.jpg,870190f80b44dbc5e6fc8703c831341c6090558d45d5e27f21e29df7760ada0c,"(3197, 1959)","(417, 256)",0.9511532783508301,0.9898083806037903,0.038655102252960205,0.31295326352119446,0.143329918384552,0.16962334513664246
chinese-099_03,iphone15pro,digital_1_vs_bonafide,digital_1,bonafide,train/attack/digital_1/iphone15pro/chinese-099_03.jpg,59512cb46a2ced6353d42a5060d305124d06e0ead46b91136fa1c404556bea50,train/bonafide/iphone15pro/chinese-099_03.jpg,1c5e140edb7d9aa32dcb5b029bfb957a4354c43b4de16055e036c1d0d591a3fb,"(2804, 1776)","(404, 256)",0.9555671215057373,0.9908884763717651,0.03532135486602783,0.2981037199497223,0.13513831794261932,0.16296540200710297
chinese-099_03,iphone15pro,digital_2_vs_bonafide,digital_2,bonafide,train/attack/digital_2/iphone15pro/chinese-099_03.jpg,f10a61656adfb042b749e248ce48c6eb59dfa598b6e89aec3cad4fd82f490f4e,train/bonafide/iphone15pro/chinese-099_03.jpg,1c5e140edb7d9aa32dcb5b029bfb957a4354c43b4de16055e036c1d0d591a3fb,"(2804, 1776)","(404, 256)",0.9483582973480225,0.9894987344741821,0.04114043712615967,0.3214412331581116,0.14495044946670532,0.17649078369140625
chinese-099_03,iphone15pro,digital_1_vs_digital_2,digital_1,digital_2,train/attack/digital_1/iphone15pro/chinese-099_03.jpg,59512cb46a2ced6353d42a5060d305124d06e0ead46b91136fa1c404556bea50,train/attack/digital_2/iphone15pro/chinese-099_03.jpg,f10a61656adfb042b749e248ce48c6eb59dfa598b6e89aec3cad4fd82f490f4e,"(2804, 1776)","(404, 256)",0.9335963129997253,0.9854003190994263,0.05180400609970093,0.36448848247528076,0.17111995816230774,0.19336852431297302
chinese-099_03,scan,digital_1_vs_bonafide,digital_1,bonafide,train/attack/digital_1/scan/chinese-099_03.jpg,425a55741d1b88cd4ab2cbae2332e9edc8ef79e682ebd8f9f0fc749a6a6a4e08,train/bonafide/scan/chinese-099_03.jpg,6c2b9d9906e3df1e2d313fea979d645b12ca466354ac19cd39f8e02acee86624,"(1992, 1251)","(407, 256)",0.9571626782417297,0.9911936521530151,0.0340309739112854,0.2960934638977051,0.13544194400310516,0.16065151989459991
chinese-099_03,scan,digital_2_vs_bonafide,digital_2,bonafide,train/attack/digital_2/scan/chinese-099_03.jpg,e37ce0f21c61875c144ae70fba7c89005baad41355d627a1e3916f2ab9b5bd62,train/bonafide/scan/chinese-099_03.jpg,6c2b9d9906e3df1e2d313fea979d645b12ca466354ac19cd39f8e02acee86624,"(1992, 1251)","(407, 256)",0.9574421048164368,0.9929046630859375,0.03546255826950073,0.29336681962013245,0.1199871152639389,0.17337970435619354
chinese-099_03,scan,digital_1_vs_digital_2,digital_1,digital_2,train/attack/digital_1/scan/chinese-099_03.jpg,425a55741d1b88cd4ab2cbae2332e9edc8ef79e682ebd8f9f0fc749a6a6a4e08,train/attack/digital_2/scan/chinese-099_03.jpg,e37ce0f21c61875c144ae70fba7c89005baad41355d627a1e3916f2ab9b5bd62,"(1992, 1251)","(407, 256)",0.9586589336395264,0.9907963275909424,0.032137393951416016,0.2878810167312622,0.1362673044204712,0.15161371231079102
chinese-102_03,huawei,digital_1_vs_bonafide,digital_1,bonafide,train/attack/digital_1/huawei/chinese-102_03.jpg,b622b18fec2b02025d45a0abcf0839692310c6cba28acec38539d42217022eee,train/bonafide/huawei/chinese-102_03.jpg,97a81578ab527c1142559502b0be65e8bb46cbc2ac7784ab0ea46ac9ed39748e,"(3196, 1974)","(414, 256)",0.9748578667640686,0.9945104122161865,0.01965254545211792,0.22652238607406616,0.106904998421669,0.11961738765239716
chinese-102_03,huawei,digital_2_vs_bonafide,digital_2,bonafide,train/attack/digital_2/huawei/chinese-102_03.jpg,d48aa5055ef580ee874cdaa80b019ad64289ccd585267d9c532b015e53811309,train/bonafide/huawei/chinese-102_03.jpg,97a81578ab527c1142559502b0be65e8bb46cbc2ac7784ab0ea46ac9ed39748e,"(3196, 1974)","(414, 256)",0.9808807373046875,0.9964232444763184,0.01554250717163086,0.1959839016199112,0.08503593504428864,0.11094796657562256
chinese-102_03,huawei,digital_1_vs_digital_2,digital_1,digital_2,train/attack/digital_1/huawei/chinese-102_03.jpg,b622b18fec2b02025d45a0abcf0839692310c6cba28acec38539d42217022eee,train/attack/digital_2/huawei/chinese-102_03.jpg,d48aa5055ef580ee874cdaa80b019ad64289ccd585267d9c532b015e53811309,"(3196, 1974)","(414, 256)",0.9693508148193359,0.9933415055274963,0.0239906907081604,0.251651406288147,0.11922960728406906,0.1324217990040779
