analysis_unit,group_type,group_value,stage,metric,n,mean,std,min,q25,median,q75,max
card_variant,altered_fields_unique,dob|doe|face|name_other,layer1.1,channel_diff_top1_share,8,0.03145142210026582,0.0011898280427824258,0.03029509757955869,0.030504656489938498,0.031123244514067967,0.032185057643800974,0.033573796351750694
card_variant,altered_fields_unique,dob|doe|face|name_other,layer1.1,channel_diff_top5_share,8,0.142969377959768,0.0010052105939378012,0.14171205957730612,0.14239576210578284,0.14290854086478552,0.14343994483351707,0.14481116831302643
card_variant,altered_fields_unique,dob|doe|face|name_other,layer1.1,channel_diff_top10_share,8,0.2617909361918767,0.0017487374168118086,0.2599059542020162,0.2604915201663971,0.2615363498528799,0.26237972577412927,0.2654295166333516
card_variant,altered_fields_unique,dob|doe|face|name_other,layer1.1,channel_diff_top32_share,8,0.6633020589749018,0.0019102277508804848,0.6605674425760905,0.6624396493037541,0.6629041830698649,0.6641230384508768,0.666473925113678
card_variant,altered_fields_unique,dob|doe|face|name_other,layer1.1,channel_diff_effective_channels,8,54.90081262588501,0.21293092199121696,54.44914627075195,54.85187880198161,54.973940531412765,55.001764615376786,55.14989725748698
card_variant,altered_fields_unique,dob|doe|face|name_other,layer1.1,channel_diff_effective_fraction,8,0.8578251972794533,0.003327045656112765,0.8507679104804993,0.8570606062809627,0.8589678208033245,0.8594025721152623,0.861717144648234
card_variant,altered_fields_unique,dob|doe|face|name_other,layer2.0,cosine_similarity,8,0.9873809069395065,0.0019835221492508544,0.9835522969563802,0.986617922782898,0.9875599145889282,0.9886219501495361,0.9897081057230631
card_variant,altered_fields_unique,dob|doe|face|name_other,layer2.0,pearson_correlation,8,0.9821144814292591,0.0028212410685606324,0.9766555825869242,0.9810226360956827,0.9823648929595947,0.9838768343130748,0.9854106903076172
card_variant,altered_fields_unique,dob|doe|face|name_other,layer2.0,relative_l2_distance,8,0.15839603419105214,0.012284324514622814,0.14336058994134268,0.1507781868179639,0.15766071279843646,0.16354629894097647,0.18137081960837045
card_variant,altered_fields_unique,dob|doe|face|name_other,layer2.0,mean_absolute_difference,8,0.016063449322246015,0.0014236563124483599,0.014227236621081829,0.014877651973317066,0.016197488953669868,0.016609194533278544,0.018554118772347767
card_variant,altered_fields_unique,dob|doe|face|name_other,layer2.0,channel_diff_top1_share,8,0.01985513356824716,0.0007918875315790982,0.018701128661632538,0.0193980874804159,0.01974812150001526,0.02023120519394676,0.021348558366298676
card_variant,altered_fields_unique,dob|doe|face|name_other,layer2.0,channel_diff_top5_share,8,0.07736313125739494,0.0026392058008431365,0.07299612710873286,0.07594412316878636,0.07721340532104173,0.07899440762897332,0.08132306238015492
card_variant,altered_fields_unique,dob|doe|face|name_other,layer2.0,channel_diff_top10_share,8,0.14096060333152613,0.003659390804677955,0.13439059754212698,0.139534213890632,0.14121768126885098,0.14313052097956339,0.14547282457351685
card_variant,altered_fields_unique,dob|doe|face|name_other,layer2.0,channel_diff_top32_share,8,0.3696392749746641,0.005813905384691456,0.36103468139966327,0.3667631323138873,0.3682720263799032,0.37524987260500586,0.3765680988629659
card_variant,altered_fields_unique,dob|doe|face|name_other,layer2.0,channel_diff_effective_channels,8,113.17038949330647,1.175433871500929,111.79739888509114,112.09440485636392,113.3831418355306,113.64138603210449,115.09076690673828
card_variant,altered_fields_unique,dob|doe|face|name_other,layer2.0,channel_diff_effective_fraction,8,0.8841436679164568,0.009183077121101007,0.8734171787897745,0.8757375379403431,0.8858057955900828,0.8878233283758163,0.8991466164588928
card_variant,altered_fields_unique,dob|doe|face|name_other,layer2.1,cosine_similarity,8,0.984721635778745,0.0023732134132433387,0.980372945467631,0.9832430630922318,0.9851977626482646,0.9863249858220419,0.9874223669370016
card_variant,altered_fields_unique,dob|doe|face|name_other,layer2.1,pearson_correlation,8,0.979228066901366,0.003235166075724306,0.9732838074366251,0.9772058178981146,0.9798992574214935,0.9814004451036453,0.982890248298645
card_variant,altered_fields_unique,dob|doe|face|name_other,layer2.1,relative_l2_distance,8,0.17429891539116701,0.013396548810573655,0.1584374060233434,0.1652973865469297,0.17198609560728073,0.1829981779058774,0.19811507562796274
card_variant,altered_fields_unique,dob|doe|face|name_other,layer2.1,mean_absolute_difference,8,0.017863218556158245,0.0015308582402322045,0.01592669604967038,0.016570704523473978,0.018018780586620174,0.01844961072007815,0.020546094203988712
card_variant,altered_fields_unique,dob|doe|face|name_other,layer2.1,channel_diff_top1_share,8,0.016046365723013878,0.00069229254212857,0.014936060644686222,0.015569969080388546,0.016189072746783495,0.016334364966799814,0.017124563455581665
card_variant,altered_fields_unique,dob|doe|face|name_other,layer2.1,channel_diff_top5_share,8,0.06896895201255879,0.002531876923351784,0.06491095821062724,0.06727205154796441,0.06949146091938019,0.07043941381076972,0.07255278776089351
card_variant,altered_fields_unique,dob|doe|face|name_other,layer2.1,channel_diff_top10_share,8,0.12645988942434389,0.0026866344288104618,0.1221847062309583,0.12430466401080291,0.12700685486197472,0.12823230649034184,0.13005139927069345
card_variant,altered_fields_unique,dob|doe|face|name_other,layer2.1,channel_diff_top32_share,8,0.3445339476068815,0.004673183351217038,0.33792757987976074,0.3408241073290507,0.3444052040576935,0.3484258974591891,0.3506937325000763
card_variant,altered_fields_unique,dob|doe|face|name_other,layer2.1,channel_diff_effective_channels,8,117.22922388712566,0.8930491562777068,116.24883524576823,116.3405990600586,117.2246322631836,117.90035629272461,118.55787658691406
card_variant,altered_fields_unique,dob|doe|face|name_other,layer2.1,channel_diff_effective_fraction,8,0.9158533116181692,0.006976946533419584,0.9081940253575643,0.9089109301567078,0.9158174395561218,0.921096533536911,0.9262334108352661
card_variant,altered_fields_unique,dob|doe|face|name_other,layer3.0,cosine_similarity,8,0.9871258984009424,0.002675174495333511,0.9822999040285746,0.985178033510844,0.9882388810316722,0.9886314918597539,0.990432878335317
card_variant,altered_fields_unique,dob|doe|face|name_other,layer3.0,pearson_correlation,8,0.9824965670704842,0.003629088575907565,0.9759447773297628,0.979863906900088,0.9840225676695505,0.9845552643140156,0.9869546890258789
card_variant,altered_fields_unique,dob|doe|face|name_other,layer3.0,relative_l2_distance,8,0.15969254883627096,0.016318204884644322,0.13812232514222464,0.15055313085516292,0.1536997805039088,0.17211929336190224,0.18800625205039978
card_variant,altered_fields_unique,dob|doe|face|name_other,layer3.0,mean_absolute_difference,8,0.01114239904563874,0.0010974069545435722,0.009896470233798027,0.010237916527936855,0.010819274000823498,0.0121501541386048,0.012701873667538166
card_variant,altered_fields_unique,dob|doe|face|name_other,layer3.0,channel_diff_top1_share,8,0.009458370118712384,0.0010059781404242244,0.008145338234802088,0.00904800339291493,0.00939639036854108,0.00961257292268177,0.01161025899151961
card_variant,altered_fields_unique,dob|doe|face|name_other,layer3.0,channel_diff_top5_share,8,0.04084253854428728,0.001568893654597126,0.03894450763861338,0.039589940259853997,0.040974441915750504,0.041489998189111546,0.0435075635711352
card_variant,altered_fields_unique,dob|doe|face|name_other,layer3.0,channel_diff_top10_share,8,0.07630756062765916,0.0021521897558902173,0.07339106996854146,0.07507345887521902,0.07629425078630447,0.07732820324599743,0.07933651407559712
card_variant,altered_fields_unique,dob|doe|face|name_other,layer3.0,channel_diff_top32_share,8,0.2142231073230505,0.0030606935259890953,0.20855233073234558,0.2135215476155281,0.21458581586678824,0.21580510462323824,0.21873024106025696
card_variant,altered_fields_unique,dob|doe|face|name_other,layer3.0,channel_diff_effective_channels,8,218.42620658874512,1.8612639559688564,215.4920654296875,217.77689234415692,218.3517303466797,218.88552220662436,221.92276509602866
card_variant,altered_fields_unique,dob|doe|face|name_other,layer3.0,channel_diff_effective_fraction,8,0.8532273694872856,0.007270562328003345,0.8417658805847168,0.850690985719363,0.8529364466667175,0.8550215711196264,0.8668858011563619
card_variant,altered_fields_unique,dob|doe|face|name_other,layer3.1,cosine_similarity,8,0.9859489674369495,0.003777518210297845,0.9788270990053812,0.9835576216379801,0.9873561561107635,0.9885798146327336,0.9900815486907959
card_variant,altered_fields_unique,dob|doe|face|name_other,layer3.1,pearson_correlation,8,0.9810395861665407,0.005105287907228075,0.9713709950447083,0.9778854350248973,0.9830197890599568,0.9845909575621287,0.9865368207295736
card_variant,altered_fields_unique,dob|doe|face|name_other,layer3.1,relative_l2_distance,8,0.16626024370392162,0.021784862698663497,0.14055399596691132,0.15107921386758486,0.15900976210832596,0.18127677465478578,0.20554320017496744
card_variant,altered_fields_unique,dob|doe|face|name_other,layer3.1,mean_absolute_difference,8,0.012031992742170889,0.0013070908837527334,0.010779113508760929,0.010936254945894083,0.01154527145748337,0.013012944177413981,0.014076968344549337
card_variant,altered_fields_unique,dob|doe|face|name_other,layer3.1,channel_diff_top1_share,8,0.011531000258401036,0.0017979214947464626,0.009002039519449076,0.01042515179142356,0.011599767642716568,0.012230078767364223,0.01491895504295826
card_variant,altered_fields_unique,dob|doe|face|name_other,layer3.1,channel_diff_top5_share,8,0.04602560478573044,0.0022812641817063885,0.04207931458950043,0.04487650468945503,0.04572182334959507,0.04778293240815401,0.04920563971002897
card_variant,altered_fields_unique,dob|doe|face|name_other,layer3.1,channel_diff_top10_share,8,0.08402859916289647,0.002923001802670889,0.07931805650393169,0.08268856008847554,0.08386846880118051,0.08583151983718076,0.08827873319387436
card_variant,altered_fields_unique,dob|doe|face|name_other,layer3.1,channel_diff_top32_share,8,0.22783485800027847,0.004482969964993158,0.22118387122948965,0.22454406817754108,0.22868847350279492,0.2310429041584333,0.23342783749103546
card_variant,altered_fields_unique,dob|doe|face|name_other,layer3.1,channel_diff_effective_channels,8,211.36346371968585,2.7397023068975077,208.41456095377603,209.71417999267578,210.56326802571613,212.43680572509766,216.36377461751303
card_variant,altered_fields_unique,dob|doe|face|name_other,layer3.1,channel_diff_effective_fraction,8,0.8256385301550229,0.01070196213631839,0.8141193787256876,0.8191960155963898,0.8225127657254536,0.8298312723636627,0.8451709945996603
card_variant,altered_fields_unique,dob|doe|face|name_other,layer4.0,cosine_similarity,8,0.9741791437069575,0.010647784826910768,0.9540149569511414,0.9716238031784694,0.97808242837588,0.9810407559076945,0.9839722911516825
card_variant,altered_fields_unique,dob|doe|face|name_other,layer4.0,pearson_correlation,8,0.971140739818414,0.011902061229221154,0.9485831260681152,0.9683204839626948,0.9755151172478994,0.9787973960240681,0.9820635120073954
card_variant,altered_fields_unique,dob|doe|face|name_other,layer4.0,relative_l2_distance,8,0.22297829513748488,0.043767776646217754,0.17844651639461517,0.19475839411218962,0.2081629956761996,0.2367970111469428,0.30225521326065063
card_variant,altered_fields_unique,dob|doe|face|name_other,layer4.0,mean_absolute_difference,8,0.009264660572322708,0.0016260830074436615,0.007939849824955067,0.008008594042621553,0.008644993261744578,0.009870003598431746,0.012253234473367533
card_variant,altered_fields_unique,dob|doe|face|name_other,layer4.0,channel_diff_top1_share,8,0.008981968567240983,0.00042197796270213755,0.008405720504621664,0.008609498424145084,0.009158812618503969,0.009261585383986432,0.009496616199612617
card_variant,altered_fields_unique,dob|doe|face|name_other,layer4.0,channel_diff_top5_share,8,0.03921612522875269,0.0012313504205946498,0.037262177715698876,0.03843023565908273,0.039292059217890106,0.039988819820185505,0.041155132154623665
card_variant,altered_fields_unique,dob|doe|face|name_other,layer4.0,channel_diff_top10_share,8,0.07203067094087601,0.001923773328936409,0.06922112902005513,0.07068379037082195,0.07166145121057829,0.07362796614567439,0.07486741741498311
card_variant,altered_fields_unique,dob|doe|face|name_other,layer4.0,channel_diff_top32_share,8,0.191149743894736,0.00567086629423696,0.1843252182006836,0.18565814942121506,0.19194384912649792,0.19554712250828743,0.19794082144896188
card_variant,altered_fields_unique,dob|doe|face|name_other,layer4.0,channel_diff_effective_channels,8,308.34921518961585,7.1815681984154685,300.0025634765625,302.9530715942383,306.50676472981775,315.3108876546224,317.9596455891927
card_variant,altered_fields_unique,dob|doe|face|name_other,layer4.0,channel_diff_effective_fraction,8,0.6022445609172185,0.014026500387530212,0.5859425067901611,0.5917052179574966,0.5986460248629253,0.6158415774504343,0.621014932791392
card_variant,altered_fields_unique,dob|doe|face|name_other,layer4.1,cosine_similarity,8,0.9615253483255705,0.02311373613509435,0.9216301043828329,0.9590878486633301,0.9722204208374023,0.9743647426366806,0.98015296459198
card_variant,altered_fields_unique,dob|doe|face|name_other,layer4.1,pearson_correlation,8,0.9474763224522273,0.032040468714080464,0.8920163114865621,0.9442152182261149,0.9622295995553334,0.9654574443896612,0.9729678829511007
card_variant,altered_fields_unique,dob|doe|face|name_other,layer4.1,relative_l2_distance,8,0.2697742910434803,0.07923399795194562,0.20003493626912436,0.226191778977712,0.23397411157687503,0.2824256494641304,0.40229737758636475
card_variant,altered_fields_unique,dob|doe|face|name_other,layer4.1,mean_absolute_difference,8,0.14196672725180787,0.04656727227505147,0.10713078329960506,0.11453002256651719,0.11866644769906998,0.15122055262327194,0.22403102616469064
card_variant,altered_fields_unique,dob|doe|face|name_other,layer4.1,channel_diff_top1_share,8,0.007507926823260884,0.0008130499461475354,0.0063126736010114355,0.0069977217353880405,0.007392640846470991,0.008005125525717933,0.008793628153701624
card_variant,altered_fields_unique,dob|doe|face|name_other,layer4.1,channel_diff_top5_share,8,0.03324375619801383,0.0024526091531278087,0.03011946442226569,0.03156075766310096,0.032721399019161865,0.03501183120533824,0.037087627997001014
card_variant,altered_fields_unique,dob|doe|face|name_other,layer4.1,channel_diff_top10_share,8,0.0607714041446646,0.0040241231870789965,0.05599035074313482,0.057903045477966465,0.05969789810478687,0.06351628713309765,0.06723419328530629
