analysis_unit,group_type,group_value,metric,n,mean,std,min,q25,median,q75,max
card,pair_type,digital_2_vs_bonafide,avgpool_relative_l2,160,0.11691631061645844,0.04380898798582392,0.04630893965562185,0.08497824519872665,0.1056476024289926,0.13977621185282865,0.27241186300913495
card,pair_type,digital_2_vs_bonafide,relative_l2_reconvergence,160,0.12655356937708953,0.03482821641792994,0.06172114362319311,0.09933006825546423,0.11966384326418242,0.14789783830444017,0.23372899989287058
image,image_role,bonafide,layer4_original_vs_roll_cosine,480,0.7426948416978121,0.015681758720624748,0.6974745988845825,0.7325209677219391,0.742074191570282,0.7531092762947083,0.7841047048568726
image,image_role,bonafide,layer4_original_vs_roll_relative_l2,480,0.7170292915155491,0.021916061163583054,0.6571077108383179,0.702695682644844,0.7182280719280243,0.7314082235097885,0.7778499722480774
image,image_role,bonafide,avgpool_original_vs_roll_cosine,480,0.9999999853471915,6.484861204529815e-08,0.9999997615814209,0.9999999403953552,1.0,1.0,1.000000238418579
image,image_role,bonafide,avgpool_original_vs_roll_relative_l2,480,5.409897632831691e-08,7.576914270743679e-09,3.13271790730596e-08,4.9541259095065016e-08,5.400121061427399e-08,5.907194111642866e-08,8.651843330653719e-08
image,image_role,bonafide,model_avgpool_float32_max_abs_error,480,0.0,0.0,0.0,0.0,0.0,0.0,0.0
image,image_role,bonafide,roll_avgpool_float32_max_abs_error,480,4.172325134277344e-07,1.5405909293919527e-07,2.384185791015625e-07,2.384185791015625e-07,4.76837158203125e-07,4.76837158203125e-07,1.430511474609375e-06
image,image_role,bonafide,roll_avgpool_float64_max_abs_error,480,0.0,0.0,0.0,0.0,0.0,0.0,0.0
image,image_role,digital_1,layer4_original_vs_roll_cosine,480,0.7402303128192822,0.015608154142582075,0.6918766498565674,0.7296327501535416,0.7400802671909332,0.7506444752216339,0.7816874980926514
image,image_role,digital_1,layer4_original_vs_roll_relative_l2,480,0.7204643792162339,0.021712900118019355,0.6607760787010193,0.7061948925256729,0.720999002456665,0.7353464365005493,0.7850139141082764
image,image_role,digital_1,avgpool_original_vs_roll_cosine,480,0.9999999882032474,7.134064720365578e-08,0.9999998211860657,0.9999999403953552,1.0,1.0,1.000000238418579
image,image_role,digital_1,avgpool_original_vs_roll_relative_l2,480,5.3507847959840166e-08,7.3138611164817356e-09,2.931893305913036e-08,4.8582632139471116e-08,5.34403685747975e-08,5.881681719444032e-08,7.89694567515653e-08
image,image_role,digital_1,model_avgpool_float32_max_abs_error,480,0.0,0.0,0.0,0.0,0.0,0.0,0.0
image,image_role,digital_1,roll_avgpool_float32_max_abs_error,480,3.943840662638346e-07,1.4228242051230593e-07,1.1920928955078125e-07,2.384185791015625e-07,4.76837158203125e-07,4.76837158203125e-07,9.5367431640625e-07
image,image_role,digital_1,roll_avgpool_float64_max_abs_error,480,0.0,0.0,0.0,0.0,0.0,0.0,0.0
image,image_role,digital_2,layer4_original_vs_roll_cosine,480,0.7409928693125646,0.015269170594847864,0.6960347890853882,0.730601578950882,0.7405180335044861,0.7510043531656265,0.7833942174911499
image,image_role,digital_2,layer4_original_vs_roll_relative_l2,480,0.719417916610837,0.021285384005743473,0.6581880450248718,0.7056848704814911,0.7203914821147919,0.7340276837348938,0.7796989679336548
image,image_role,digital_2,avgpool_original_vs_roll_cosine,480,0.9999999962747097,6.51415082977539e-08,0.9999998211860657,1.0,1.0,1.0,1.000000238418579
image,image_role,digital_2,avgpool_original_vs_roll_relative_l2,480,5.343544780730033e-08,7.461298837034002e-09,2.9966372494527604e-08,4.903480999018939e-08,5.3862070359400605e-08,5.7633100070120236e-08,7.73637935935767e-08
image,image_role,digital_2,model_avgpool_float32_max_abs_error,480,0.0,0.0,0.0,0.0,0.0,0.0,0.0
image,image_role,digital_2,roll_avgpool_float32_max_abs_error,480,4.041939973831177e-07,1.4245341799895076e-07,1.7881393432617188e-07,2.384185791015625e-07,4.76837158203125e-07,4.76837158203125e-07,9.5367431640625e-07
image,image_role,digital_2,roll_avgpool_float64_max_abs_error,480,0.0,0.0,0.0,0.0,0.0,0.0,0.0
