file_stem,variant,altered_fields_unique,stage,capture_pair_count,hardware_count,cosine_similarity,pearson_correlation,euclidean_distance,relative_l2_distance,mean_absolute_difference,max_absolute_difference,channel_diff_top1_share,channel_diff_top5_share,channel_diff_top10_share,channel_diff_top32_share,channel_diff_effective_channels,channel_diff_effective_fraction
arabic-003_03,digital_1,dob|doe|face|name,avgpool,3,3,0.9821106990178426,0.9630999167760214,3.4762303829193115,0.1914401799440384,0.10724340379238129,0.7727088928222656,0.014100384588042894,0.054585859179496765,0.09560905645291011,0.2354204406340917,249.95203653971353,0.488187571366628
arabic-003_03,digital_1,dob|doe|face|name,layer1.0,3,3,0.990725557009379,0.981805702050527,60.808587392171226,0.13616361220677695,0.022757946824034054,3.9939584732055664,0.03562711303432783,0.16032121082146963,0.2824309567610423,0.6906182169914246,51.87075932820638,0.8104806145032247
arabic-003_03,digital_1,dob|doe|face|name,layer1.1,3,3,0.9856556057929993,0.9739654064178467,85.96746826171875,0.1693674474954605,0.03942658628026644,5.24723482131958,0.02915537233153979,0.13909479975700378,0.25485388437906903,0.6471786697705587,56.19768397013346,0.8780888120333353
arabic-003_03,digital_1,dob|doe|face|name,layer2.0,3,3,0.9817506472269694,0.9743834137916565,30.12717628479004,0.19100001454353333,0.019072770451505978,2.218111236890157,0.017859373862544697,0.07628578941027324,0.14259110391139984,0.37955133120218915,111.01090494791667,0.867272694905599
arabic-003_03,digital_1,dob|doe|face|name,layer2.1,3,3,0.9786766171455383,0.9709178407986959,32.52086194356283,0.20650404194990793,0.021210666745901108,2.398954232533773,0.014419183135032654,0.06728563706080119,0.1265698124965032,0.347209632396698,117.29819234212239,0.9163921276728312
arabic-003_03,digital_1,dob|doe|face|name,layer3.0,3,3,0.9807793498039246,0.9734902183214823,14.622438112894693,0.1961998095115026,0.013770163680116335,1.6337038675944011,0.009932335776587328,0.044322479516267776,0.08204877624909084,0.22434024016062418,212.95829264322916,0.8318683306376139
arabic-003_03,digital_1,dob|doe|face|name,layer3.1,3,3,0.9810836712519327,0.9744664430618286,14.683462778727213,0.1944645494222641,0.014424046811958155,1.3316502173741658,0.011934830186267694,0.04703411335746447,0.08597423881292343,0.2340472141901652,207.04849243164062,0.8087831735610962
arabic-003_03,digital_1,dob|doe|face|name,layer4.0,3,3,0.9636193513870239,0.9590451916058859,10.533145904541016,0.2691253423690796,0.011141907113293806,1.3404464324315388,0.008770564571022987,0.03935680786768595,0.07235110302766164,0.19076167543729147,304.363525390625,0.5944600105285645
arabic-003_03,digital_1,dob|doe|face|name,layer4.1,3,3,0.9374955892562866,0.9187868436177572,99.19920094807942,0.3534557024637858,0.163604736328125,7.407973448435466,0.00961722464611133,0.038060884922742844,0.06720226258039474,0.17096886535485586,345.79188028971356,0.6753747661908468
arabic-003_03,digital_1,dob|doe|face|name,maxpool,3,3,0.9940379659334818,0.987164318561554,48.6720937093099,0.10914923002322514,0.013196388569970926,3.3664082686106362,0.041519563645124435,0.18402509888013205,0.33459213376045227,0.8211434284845988,41.337074279785156,0.6458917856216431
