file_stem,hardware_source,image_role,image_path,image_sha256,layer4_shape,shift_y,shift_x,layer4_original_vs_roll_cosine,layer4_original_vs_roll_relative_l2,avgpool_original_vs_roll_cosine,avgpool_original_vs_roll_relative_l2,model_avgpool_float32_max_abs_error,roll_avgpool_float32_max_abs_error,roll_avgpool_float64_max_abs_error
arabic-NF-1053,huawei,bonafide,train/bonafide/huawei/arabic-NF-1053.jpg,5b09c373e00e322ac7e3c0f883b8fd98b6dae3bd29622bbd3ebbb421ba99cb7e,"(1, 512, 8, 13)",1,1,0.7374426126480103,0.7246478796005249,0.9999999403953552,5.473418696055887e-08,0.0,4.76837158203125e-07,0.0
arabic-NF-1053,huawei,digital_1,train/attack/digital_1/huawei/arabic-NF-1053.jpg,c3cbb368b1855cdbd5da0627b59743f337144af192c431eca49a094c9d53c82f,"(1, 512, 8, 13)",1,1,0.7334654927253723,0.7301155924797058,0.9999998807907104,5.864144370093527e-08,0.0,2.384185791015625e-07,0.0
arabic-NF-1053,huawei,digital_2,train/attack/digital_2/huawei/arabic-NF-1053.jpg,2b387c48ff2722185b34887930763b09806a48467a6eed26987d10f968cbb976,"(1, 512, 8, 13)",1,1,0.729987621307373,0.7348637580871582,1.0,5.262468505407014e-08,0.0,2.384185791015625e-07,0.0
arabic-NF-1053,iphone15pro,bonafide,train/bonafide/iphone15pro/arabic-NF-1053.jpg,aff3753634be7d5fa7d09e3417319530c9c7d45fcafd972f42976ea7923474a3,"(1, 512, 8, 13)",1,1,0.7381166219711304,0.723717212677002,1.0,5.978150596774867e-08,0.0,4.76837158203125e-07,0.0
arabic-NF-1053,iphone15pro,digital_1,train/attack/digital_1/iphone15pro/arabic-NF-1053.jpg,dd62eaed3c9abd78be250ffcb6bdf498eea801ceae5495c6dca2831aba1ab6e1,"(1, 512, 8, 13)",1,1,0.7418047785758972,0.718603253364563,1.0,6.283649867100394e-08,0.0,4.76837158203125e-07,0.0
arabic-NF-1053,iphone15pro,digital_2,train/attack/digital_2/iphone15pro/arabic-NF-1053.jpg,6373756f62a237d13c7ee8c61eaa0947b6fb3f7e7df7eeb25a1e7ef774c60076,"(1, 512, 8, 13)",1,1,0.7317432165145874,0.7324708700180054,1.0,4.531757724635099e-08,0.0,2.384185791015625e-07,0.0
arabic-NF-1053,scan,bonafide,train/bonafide/scan/arabic-NF-1053.jpg,c6a74c343ad6a9cd4b2835546733e4ba691f1096c1acae19166d03568bc5d385,"(1, 512, 8, 13)",1,1,0.7443680763244629,0.7150270938873291,1.0,4.360186167673419e-08,0.0,2.384185791015625e-07,0.0
arabic-NF-1053,scan,digital_1,train/attack/digital_1/scan/arabic-NF-1053.jpg,f5c67831e2d6944979ab9f682821a1bdd42d04f772fee9fe93c342aa5047c075,"(1, 512, 8, 13)",1,1,0.7477909922599792,0.7102239727973938,1.0,5.639216382746781e-08,0.0,4.76837158203125e-07,0.0
arabic-NF-1053,scan,digital_2,train/attack/digital_2/scan/arabic-NF-1053.jpg,918c83cdf88bd71eb835d4fab21921cf34a59b5f277ae3ab7f4462a1a483e428,"(1, 512, 8, 13)",1,1,0.7404619455337524,0.7204692363739014,1.0,5.480860565398871e-08,0.0,2.384185791015625e-07,0.0
arabic-NF-1100,huawei,bonafide,train/bonafide/huawei/arabic-NF-1100.jpg,72276cc57be46932c8d6fc62a71a90369722c3e0b20d8c31ad7ef133fb6068d0,"(1, 512, 8, 13)",1,1,0.7558640241622925,0.6987645030021667,1.0,5.3465267768615377e-08,0.0,2.384185791015625e-07,0.0
arabic-NF-1100,huawei,digital_1,train/attack/digital_1/huawei/arabic-NF-1100.jpg,25a408efb438af289ca46753f14f616b948f06135d911aa45ce5a8794b01a1e3,"(1, 512, 8, 13)",1,1,0.7487137317657471,0.7089236974716187,1.0,5.850771955806522e-08,0.0,4.76837158203125e-07,0.0
arabic-NF-1100,huawei,digital_2,train/attack/digital_2/huawei/arabic-NF-1100.jpg,647da859af0d663195716d332f1cbfc761ffb11a8e349f992f4b86c60f1d43ea,"(1, 512, 8, 13)",1,1,0.7432601451873779,0.7165748476982117,1.0,5.3219558537875855e-08,0.0,4.76837158203125e-07,0.0
arabic-NF-1100,iphone15pro,bonafide,train/bonafide/iphone15pro/arabic-NF-1100.jpg,bf68eea664105635ce7d5263babf33cc2d07ea9f0f8e8bb87550d4d61465ce3d,"(1, 512, 8, 13)",1,1,0.7569957971572876,0.6971431374549866,0.9999997615814209,5.498105792867136e-08,0.0,3.5762786865234375e-07,0.0
arabic-NF-1100,iphone15pro,digital_1,train/attack/digital_1/iphone15pro/arabic-NF-1100.jpg,15e6efc827a8625803ceee68e300ec3f900fe79cb9333aed3c43f06d344142c8,"(1, 512, 8, 13)",1,1,0.7465459108352661,0.7119748592376709,0.9999998807907104,5.5064248272174154e-08,0.0,4.76837158203125e-07,0.0
